year,round,date,constructor_id,position,points,wins
2018,12,2018-07-29,renault,4,82.0,0
2018,12,2018-07-29,haas,5,66.0,0
2018,12,2018-07-29,force_india,6,59.0,0
2018,12,2018-07-29,mclaren,7,52.0,0
2018,12,2018-07-29,toro_rosso,8,28.0,0
2018,12,2018-07-29,sauber,9,18.0,0
2018,12,2018-07-29,williams,10,4.0,0
2018,13,2018-08-26,mercedes,1,375.0,5
2018,13,2018-08-26,ferrari,2,360.0,5
2018,13,2018-08-26,red_bull,3,238.0,3
2018,13,2018-08-26,renault,4,82.0,0
2018,13,2018-08-26,force_india,5,77.0,0
2018,13,2018-08-26,haas,6,76.0,0
2018,13,2018-08-26,mclaren,7,52.0,0
2018,13,2018-08-26,toro_rosso,8,30.0,0
2018,13,2018-08-26,sauber,9,19.0,0
2018,13,2018-08-26,williams,10,4.0,0
2018,14,2018-09-02,mercedes,1,415.0,6
2018,14,2018-09-02,ferrari,2,390.0,5
2018,14,2018-09-02,red_bull,3,248.0,3
2018,14,2018-09-02,force_india,4,91.0,0
2018,14,2018-09-02,renault,5,86.0,0
2018,14,2018-09-02,haas,6,76.0,0
2018,14,2018-09-02,mclaren,7,52.0,0
2018,14,2018-09-02,toro_rosso,8,30.0,0
2018,14,2018-09-02,sauber,9,19.0,0
2018,14,2018-09-02,williams,10,7.0,0
2018,15,2018-09-16,mercedes,1,452.0,7
2018,15,2018-09-16,ferrari,2,415.0,5
2018,15,2018-09-16,red_bull,3,274.0,3
2018,15,2018-09-16,force_india,4,91.0,0
2018,15,2018-09-16,renault,5,91.0,0
2018,15,2018-09-16,haas,6,76.0,0
2018,15,2018-09-16,mclaren,7,58.0,0
2018,15,2018-09-16,toro_rosso,8,30.0,0
2018,15,2018-09-16,sauber,9,21.0,0
2018,15,2018-09-16,williams,10,7.0,0
2018,16,2018-09-30,mercedes,1,495.0,8
2018,16,2018-09-30,ferrari,2,442.0,5
2018,16,2018-09-30,red_bull,3,292.0,3
2018,16,2018-09-30,force_india,4,94.0,0
2018,16,2018-09-30,renault,5,91.0,0
2018,16,2018-09-30,haas,6,80.0,0
2018,16,2018-09-30,mclaren,7,58.0,0
2018,16,2018-09-30,toro_rosso,8,30.0,0
2018,16,2018-09-30,sauber,9,27.0,0
2018,16,2018-09-30,williams,10,7.0,0
2018,17,2018-10-07,mercedes,1,538.0,9
2018,17,2018-10-07,ferrari,2,460.0,5
2018,17,2018-10-07,red_bull,3,319.0,3
2018,17,2018-10-07,force_india,4,102.0,0
2018,17,2018-10-07,renault,5,92.0,0
2018,17,2018-10-07,haas,6,84.0,0
2018,17,2018-10-07,mclaren,7,58.0,0
2018,17,2018-10-07,toro_rosso,8,30.0,0
2018,17,2018-10-07,sauber,9,27.0,0
2018,17,2018-10-07,williams,10,7.0,0
2018,18,2018-10-21,mercedes,1,563.0,9
2018,18,2018-10-21,ferrari,2,497.0,6
2018,18,2018-10-21,red_bull,3,337.0,3
2018,18,2018-10-21,force_india,4,106.0,0
2018,18,2018-10-21,renault,5,106.0,0
2018,18,2018-10-21,haas,6,84.0,0
2018,18,2018-10-21,mclaren,7,58.0,0
2018,18,2018-10-21,toro_rosso,8,32.0,0
2018,18,2018-10-21,sauber,9,28.0,0
2018,18,2018-10-21,williams,10,7.0,0
2025,7,2025-05-18,mclaren,1,279.0,5
2025,7,2025-05-18,mercedes,2,147.0,0
2025,7,2025-05-18,red_bull,3,131.0,2
2025,7,2025-05-18,ferrari,4,114.0,0
2025,7,2025-05-18,williams,5,51.0,0
2025,7,2025-05-18,haas,6,20.0,0
2025,7,2025-05-18,aston_martin,7,14.0,0
2025,7,2025-05-18,rb,8,10.0,0
2025,7,2025-05-18,alpine,9,7.0,0
2025,7,2025-05-18,sauber,10,6.0,0
2018,19,,mercedes,1,585.0,9
2018,19,,ferrari,2,530.0,6
2018,19,,red_bull,3,362.0,4
2018,19,,renault,4,114.0,0
2018,19,,force_india,5,106.0,0
2018,19,,haas,6,84.0,0
2018,19,,mclaren,7,62.0,0
2018,19,,sauber,8,36.0,0
2018,19,,toro_rosso,9,33.0,0
2018,19,,williams,10,7.0,0
2018,20,,mercedes,1,620.0,10
2018,20,,ferrari,2,553.0,6
2018,20,,red_bull,3,392.0,4
2018,20,,renault,4,114.0,0
2018,20,,force_india,5,107.0,0
2018,20,,haas,6,90.0,0
2018,20,,mclaren,7,62.0,0
2018,20,,sauber,8,42.0,0
2018,20,,toro_rosso,9,33.0,0
2018,20,,williams,10,7.0,0
2018,21,,mercedes,1,655.0,11
2018,21,,ferrari,2,571.0,6
2018,21,,red_bull,3,419.0,4
2018,21,,renault,4,122.0,0
2018,21,,force_india,5,111.0,0
2018,21,,haas,6,93.0,0
2018,21,,mclaren,7,62.0,0
2018,21,,sauber,8,48.0,0
2018,21,,toro_rosso,9,33.0,0
2018,21,,williams,10,7.0,0
2019,1,,mercedes,1,44.0,1
2019,1,,ferrari,2,22.0,0
2019,1,,red_bull,3,15.0,0
2019,1,,haas,4,8.0,0
2019,1,,renault,5,6.0,0
2019,1,,alfa,6,4.0,0
2019,1,,racing_point,7,2.0,0
2019,1,,toro_rosso,8,1.0,0
2019,1,,mclaren,9,0.0,0
2019,1,,williams,10,0.0,0
2019,2,,mercedes,1,87.0,2
2019,2,,ferrari,2,48.0,0
2019,2,,red_bull,3,31.0,0
2019,2,,alfa,4,10.0,0
2019,2,,mclaren,5,8.0,0
2019,2,,haas,6,8.0,0
2019,2,,renault,7,6.0,0
2019,2,,toro_rosso,8,3.0,0
2019,2,,racing_point,9,3.0,0
2019,2,,williams,10,0.0,0
2019,3,,mercedes,1,130.0,3
2019,3,,ferrari,2,73.0,0
2019,3,,red_bull,3,52.0,0
2019,3,,renault,4,12.0,0
2019,3,,alfa,5,12.0,0
2019,3,,haas,6,8.0,0
2019,3,,mclaren,7,8.0,0
2019,3,,racing_point,8,7.0,0
2019,3,,toro_rosso,9,4.0,0
2019,3,,williams,10,0.0,0
2019,4,,mercedes,1,173.0,4
2019,4,,ferrari,2,99.0,0
2019,4,,red_bull,3,64.0,0
2019,4,,mclaren,4,18.0,0
2019,4,,racing_point,5,17.0,0
2019,4,,alfa,6,13.0,0
2019,4,,renault,7,12.0,0
2019,4,,haas,8,8.0,0
2019,4,,toro_rosso,9,4.0,0
2019,4,,williams,10,0.0,0
2019,5,,mercedes,1,217.0,5
2019,5,,ferrari,2,121.0,0
2019,5,,red_bull,3,87.0,0
2019,5,,mclaren,4,22.0,0
2019,5,,racing_point,5,17.0,0
2019,5,,haas,6,15.0,0
2019,5,,alfa,7,13.0,0
2019,5,,renault,8,12.0,0
2019,5,,toro_rosso,9,6.0,0
2019,5,,williams,10,0.0,0
2019,6,,mercedes,1,257.0,6
2019,6,,ferrari,2,139.0,0
2019,6,,red_bull,3,110.0,0
2019,6,,mclaren,4,30.0,0
2019,6,,racing_point,5,17.0,0
2019,6,,haas,6,16.0,0
2019,6,,toro_rosso,7,16.0,0
2019,6,,renault,8,14.0,0
2019,6,,alfa,9,13.0,0
2019,6,,williams,10,0.0,0
2019,7,,mercedes,1,295.0,7
2019,7,,ferrari,2,172.0,0
2019,7,,red_bull,3,124.0,0
2019,7,,mclaren,4,30.0,0
2019,7,,renault,5,28.0,0
2019,7,,racing_point,6,19.0,0
2019,7,,toro_rosso,7,17.0,0
2019,7,,haas,8,16.0,0
2019,7,,alfa,9,13.0,0
2019,7,,williams,10,0.0,0
2019,8,,mercedes,1,338.0,8
2019,8,,ferrari,2,198.0,0
2019,8,,red_bull,3,137.0,0
2019,8,,mclaren,4,40.0,0
2019,8,,renault,5,32.0,0
2019,8,,racing_point,6,19.0,0
2019,8,,alfa,7,19.0,0
2019,8,,toro_rosso,8,17.0,0
2019,8,,haas,9,16.0,0
2019,8,,williams,10,0.0,0
2019,9,,mercedes,1,363.0,8
2019,9,,ferrari,2,228.0,0
2019,9,,red_bull,3,169.0,1
2019,9,,mclaren,4,52.0,0
2019,9,,renault,5,32.0,0
2019,9,,alfa,6,22.0,0
2019,9,,racing_point,7,19.0,0
2019,9,,toro_rosso,8,17.0,0
2019,9,,haas,9,16.0,0
2019,9,,williams,10,0.0,0
2019,10,,mercedes,1,407.0,9
2019,10,,ferrari,2,243.0,0
2019,10,,red_bull,3,191.0,1
2019,10,,mclaren,4,60.0,0
2019,10,,renault,5,39.0,0
2019,10,,alfa,6,26.0,0
2019,10,,racing_point,7,19.0,0
2019,10,,toro_rosso,8,19.0,0
2019,10,,haas,9,16.0,0
2019,10,,williams,10,0.0,0
2019,11,,mercedes,1,409.0,9
2019,11,,ferrari,2,261.0,0
2019,11,,red_bull,3,217.0,2
2019,11,,mclaren,4,70.0,0
2019,11,,toro_rosso,5,42.0,0
2019,11,,renault,6,39.0,0
2019,11,,racing_point,7,31.0,0
2019,11,,haas,8,26.0,0
2019,11,,alfa,9,26.0,0
2019,11,,williams,10,1.0,0
2019,12,,mercedes,1,438.0,10
2019,12,,ferrari,2,288.0,0
2019,12,,red_bull,3,244.0,2
2019,12,,mclaren,4,82.0,0
2019,12,,toro_rosso,5,43.0,0
2019,12,,renault,6,39.0,0
2019,12,,alfa,7,32.0,0
2019,12,,racing_point,8,31.0,0
2019,12,,haas,9,26.0,0
2019,12,,williams,10,1.0,0
2019,13,,mercedes,1,471.0,10
2019,13,,ferrari,2,326.0,1
2019,13,,red_bull,3,254.0,2
2019,13,,mclaren,4,82.0,0
2019,13,,toro_rosso,5,51.0,0
2019,13,,renault,6,43.0,0
2019,13,,racing_point,7,40.0,0
2019,13,,alfa,8,32.0,0
2019,13,,haas,9,26.0,0
2019,13,,williams,10,1.0,0
2019,14,,mercedes,1,505.0,10
2019,14,,ferrari,2,351.0,2
2019,14,,red_bull,3,266.0,2
2019,14,,mclaren,4,83.0,0
2019,14,,renault,5,65.0,0
2019,14,,toro_rosso,6,51.0,0
2019,14,,racing_point,7,46.0,0
2019,14,,alfa,8,34.0,0
2019,14,,haas,9,26.0,0
2019,14,,williams,10,1.0,0
2019,15,,mercedes,1,527.0,10
2019,15,,ferrari,2,394.0,3
2019,15,,red_bull,3,289.0,2
2019,15,,mclaren,4,89.0,0
2019,15,,renault,5,67.0,0
2019,15,,toro_rosso,6,55.0,0
2019,15,,racing_point,7,46.0,0
2019,15,,alfa,8,35.0,0
2019,15,,haas,9,26.0,0
2019,15,,williams,10,1.0,0
2019,16,,mercedes,1,571.0,11
2019,16,,ferrari,2,409.0,3
2019,16,,red_bull,3,311.0,2
2019,16,,mclaren,4,101.0,0
2019,16,,renault,5,68.0,0
2019,16,,toro_rosso,6,55.0,0
2019,16,,racing_point,7,52.0,0
2019,16,,alfa,8,35.0,0
2019,16,,haas,9,28.0,0
2019,16,,williams,10,1.0,0
2019,17,,mercedes,1,612.0,12
2019,17,,ferrari,2,435.0,3
2019,17,,red_bull,3,323.0,2
2019,17,,mclaren,4,111.0,0
2019,17,,renault,5,68.0,0
2019,17,,toro_rosso,6,62.0,0
2019,17,,racing_point,7,58.0,0
2019,17,,alfa,8,35.0,0
2019,17,,haas,9,28.0,0
2019,17,,williams,10,1.0,0
2019,18,,mercedes,1,652.0,13
2019,18,,ferrari,2,466.0,3
2019,18,,red_bull,3,341.0,2
2019,18,,mclaren,4,111.0,0
2019,18,,renault,5,73.0,0
2019,18,,toro_rosso,6,64.0,0
2019,18,,racing_point,7,64.0,0
2019,18,,alfa,8,35.0,0
2019,18,,haas,9,28.0,0
2019,18,,williams,10,1.0,0
2019,19,,mercedes,1,695.0,14
2019,19,,ferrari,2,479.0,3
2019,19,,red_bull,3,366.0,2
2019,19,,mclaren,4,121.0,0
2019,19,,renault,5,83.0,0
2019,19,,racing_point,6,65.0,0
2019,19,,toro_rosso,7,64.0,0
2019,19,,alfa,8,35.0,0
2019,19,,haas,9,28.0,0
2019,19,,williams,10,1.0,0
2019,20,,mercedes,1,701.0,14
2019,20,,ferrari,2,479.0,3
2019,20,,red_bull,3,391.0,3
2019,20,,mclaren,4,140.0,0
2019,20,,renault,5,91.0,0
2019,20,,toro_rosso,6,83.0,0
2019,20,,racing_point,7,67.0,0
2019,20,,alfa,8,57.0,0
2019,20,,haas,9,28.0,0
2019,20,,williams,10,1.0,0
2019,21,,mercedes,1,739.0,15
2019,21,,ferrari,2,504.0,3
2019,21,,red_bull,3,417.0,3
2019,21,,mclaren,4,145.0,0
2019,21,,renault,5,91.0,0
2019,21,,toro_rosso,6,85.0,0
2019,21,,racing_point,7,73.0,0
2019,21,,alfa,8,57.0,0
2019,21,,haas,9,28.0,0
2019,21,,williams,10,1.0,0
2020,1,,mercedes,1,37.0,1
2020,1,,mclaren,2,26.0,0
2020,1,,ferrari,3,19.0,0
2020,1,,alphatauri,4,6.0,0
2020,1,,renault,5,4.0,0
2020,1,,alfa,6,2.0,0
2020,1,,racing_point,7,0.0,0
2020,1,,williams,8,0.0,0
2020,1,,red_bull,9,0.0,0
2020,1,,haas,-,0.0,0
2020,2,,mercedes,1,80.0,2
2020,2,,mclaren,2,39.0,0
2020,2,,red_bull,3,27.0,0
2020,2,,ferrari,4,19.0,0
2020,2,,renault,5,8.0,0
2020,2,,racing_point,6,7.0,0
2020,2,,alphatauri,7,7.0,0
2020,2,,alfa,8,2.0,0
2020,2,,williams,9,0.0,0
2020,2,,haas,10,0.0,0
2020,3,,mercedes,1,121.0,3
2020,3,,red_bull,2,55.0,0
2020,3,,mclaren,3,41.0,0
2020,3,,ferrari,4,27.0,0
2020,3,,racing_point,5,25.0,0
2020,3,,renault,6,12.0,0
2020,3,,alphatauri,7,7.0,0
2020,3,,alfa,8,2.0,0
2020,3,,haas,9,1.0,0
2020,3,,williams,10,0.0,0
2020,4,,mercedes,1,146.0,4
2020,4,,red_bull,2,78.0,0
2020,4,,mclaren,3,51.0,0
2020,4,,ferrari,4,43.0,0
2020,4,,renault,5,32.0,0
2020,4,,racing_point,6,27.0,0
2020,4,,alphatauri,7,13.0,0
2020,4,,alfa,8,2.0,0
2020,4,,haas,9,1.0,0
2020,4,,williams,10,0.0,0
2020,5,,mercedes,1,180.0,4
2020,5,,red_bull,2,113.0,1
2020,5,,ferrari,3,55.0,0
2020,5,,mclaren,4,53.0,0
2020,5,,racing_point,5,41.0,0
2020,5,,renault,6,36.0,0
2020,5,,alphatauri,7,14.0,0
2020,5,,alfa,8,2.0,0
2020,5,,haas,9,1.0,0
2020,5,,williams,10,0.0,0
2020,6,,mercedes,1,221.0,5
2020,6,,red_bull,2,135.0,1
2020,6,,racing_point,3,63.0,0
2020,6,,mclaren,4,62.0,0
2020,6,,ferrari,5,61.0,0
2020,6,,renault,6,36.0,0
2020,6,,alphatauri,7,16.0,0
2020,6,,alfa,8,2.0,0
2020,6,,haas,9,1.0,0
2020,6,,williams,10,0.0,0
2020,7,,mercedes,1,264.0,6
2020,7,,red_bull,2,158.0,1
2020,7,,mclaren,3,68.0,0
2020,7,,racing_point,4,66.0,0
2020,7,,ferrari,5,61.0,0
2020,7,,renault,6,59.0,0
2020,7,,alphatauri,7,20.0,0
2020,7,,alfa,8,2.0,0
2020,7,,haas,9,1.0,0
2020,7,,williams,10,0.0,0
2020,8,,mercedes,1,281.0,6
2020,8,,red_bull,2,158.0,1
2020,8,,mclaren,3,98.0,0
2020,8,,racing_point,4,82.0,0
2020,8,,renault,5,71.0,0
2020,8,,ferrari,6,61.0,0
2020,8,,alphatauri,7,47.0,1
2020,8,,alfa,8,2.0,0
2020,8,,haas,9,1.0,0
2020,8,,williams,10,0.0,0
2020,9,,mercedes,1,325.0,7
2020,9,,red_bull,2,173.0,1
2020,9,,mclaren,3,106.0,0
2020,9,,racing_point,4,92.0,0
2020,9,,renault,5,83.0,0
2020,9,,ferrari,6,66.0,0
2020,9,,alphatauri,7,53.0,1
2020,9,,alfa,8,4.0,0
2020,9,,haas,9,1.0,0
2020,9,,williams,10,0.0,0
2020,10,,mercedes,1,366.0,8
2020,10,,red_bull,2,192.0,1
2020,10,,mclaren,3,106.0,0
2020,10,,racing_point,4,104.0,0
2020,10,,renault,5,99.0,0
2020,10,,ferrari,6,74.0,0
2020,10,,alphatauri,7,59.0,1
2020,10,,alfa,8,4.0,0
2020,10,,haas,9,1.0,0
2020,10,,williams,10,0.0,0
2020,11,,mercedes,1,391.0,9
2020,11,,red_bull,2,211.0,1
2020,11,,racing_point,3,120.0,0
2020,11,,mclaren,4,116.0,0
2020,11,,renault,5,114.0,0
2020,11,,ferrari,6,80.0,0
2020,11,,alphatauri,7,67.0,1
2020,11,,alfa,8,5.0,0
2020,11,,haas,9,3.0,0
2020,11,,williams,10,0.0,0
2020,17,,mercedes,1,573.0,13
2020,17,,red_bull,2,319.0,2
2020,17,,mclaren,3,202.0,0
2020,17,,racing_point,4,195.0,1
2020,17,,renault,5,181.0,0
2020,17,,ferrari,6,131.0,0
2020,17,,alphatauri,7,107.0,1
2020,17,,alfa,8,8.0,0
2020,17,,haas,9,3.0,0
2020,17,,williams,10,0.0,0
2021,1,,mercedes,1,41.0,1
2021,1,,red_bull,2,28.0,0
2021,1,,mclaren,3,18.0,0
2021,1,,ferrari,4,12.0,0
2021,1,,alphatauri,5,2.0,0
2021,1,,aston_martin,6,1.0,0
2021,1,,alfa,7,0.0,0
2021,1,,alpine,8,0.0,0
2021,1,,williams,9,0.0,0
2021,1,,haas,10,0.0,0
2021,2,,mercedes,1,60.0,1
2021,2,,red_bull,2,53.0,1
2021,2,,mclaren,3,41.0,0
2021,2,,ferrari,4,34.0,0
2021,2,,alphatauri,5,8.0,0
2021,2,,aston_martin,6,5.0,0
2021,2,,alpine,7,3.0,0
2021,2,,alfa,8,0.0,0
2021,2,,williams,9,0.0,0
2021,2,,haas,10,0.0,0
2021,3,,mercedes,1,101.0,2
2021,3,,red_bull,2,83.0,1
2021,3,,mclaren,3,53.0,0
2021,3,,ferrari,4,42.0,0
2021,3,,alpine,5,13.0,0
2021,3,,alphatauri,6,9.0,0
2021,3,,aston_martin,7,5.0,0
2021,3,,alfa,8,0.0,0
2021,3,,williams,9,0.0,0
2021,3,,haas,10,0.0,0
2021,4,,mercedes,1,141.0,3
2021,4,,red_bull,2,112.0,1
2021,4,,mclaren,3,65.0,0
2021,4,,ferrari,4,60.0,0
2021,4,,alpine,5,15.0,0
2021,4,,alphatauri,6,10.0,0
2021,4,,aston_martin,7,5.0,0
2021,4,,alfa,8,0.0,0
2021,4,,williams,9,0.0,0
2021,4,,haas,10,0.0,0
2021,5,,red_bull,1,149.0,2
2021,5,,mercedes,2,148.0,3
2021,5,,mclaren,3,80.0,0
2021,5,,ferrari,4,78.0,0
2021,5,,aston_martin,5,19.0,0
2021,5,,alphatauri,6,18.0,0
2021,5,,alpine,7,17.0,0
2021,5,,alfa,8,1.0,0
2021,5,,williams,9,0.0,0
2021,5,,haas,10,0.0,0
2021,21,,mercedes,1,587.5,9
2021,21,,red_bull,2,559.5,10
2021,21,,ferrari,3,307.5,0
2021,21,,mclaren,4,269.0,1
2021,21,,alpine,5,149.0,1
2021,21,,alphatauri,6,120.0,0
2021,21,,aston_martin,7,77.0,0
2021,21,,williams,8,23.0,0
2021,21,,alfa,9,13.0,0
2021,21,,haas,10,0.0,0
2021,22,,mercedes,1,613.5,9
2021,22,,red_bull,2,585.5,11
2021,22,,ferrari,3,323.5,0
2021,22,,mclaren,4,275.0,1
2021,22,,alpine,5,155.0,1
2021,22,,alphatauri,6,142.0,0
2021,22,,aston_martin,7,77.0,0
2021,22,,williams,8,23.0,0
2021,22,,alfa,9,13.0,0
2021,22,,haas,10,0.0,0
2022,1,,ferrari,1,44.0,1
2022,1,,mercedes,2,27.0,0
2022,1,,haas,3,10.0,0
2022,1,,alfa,4,9.0,0
2022,1,,alpine,5,8.0,0
2022,1,,alphatauri,6,4.0,0
2022,1,,aston_martin,7,0.0,0
2022,1,,williams,8,0.0,0
2022,1,,mclaren,9,0.0,0
2022,1,,red_bull,10,0.0,0
2022,2,,ferrari,1,78.0,1
2022,2,,mercedes,2,38.0,0
2022,2,,red_bull,3,37.0,1
2022,2,,alpine,4,16.0,0
2022,2,,haas,5,12.0,0
2022,2,,alfa,6,9.0,0
2022,2,,alphatauri,7,8.0,0
2022,2,,mclaren,8,6.0,0
2022,2,,aston_martin,9,0.0,0
2022,2,,williams,10,0.0,0
2022,3,,ferrari,1,104.0,2
2022,3,,mercedes,2,65.0,0
2022,3,,red_bull,3,55.0,1
2022,3,,mclaren,4,24.0,0
2022,3,,alpine,5,22.0,0
2022,3,,alfa,6,13.0,0
2022,3,,haas,7,12.0,0
2022,3,,alphatauri,8,10.0,0
2022,3,,williams,9,1.0,0
2022,3,,aston_martin,10,0.0,0
2023,5,,red_bull,1,224.0,5
2023,5,,aston_martin,2,102.0,0
2023,5,,mercedes,3,96.0,0
2023,5,,ferrari,4,78.0,0
2023,5,,mclaren,5,14.0,0
2023,5,,alpine,6,14.0,0
2023,5,,haas,7,8.0,0
2023,5,,alfa,8,6.0,0
2023,5,,alphatauri,9,2.0,0
2023,5,,williams,10,1.0,0
2023,6,,red_bull,1,249.0,6
2023,6,,aston_martin,2,120.0,0
2023,6,,mercedes,3,119.0,0
2023,6,,ferrari,4,90.0,0
2023,6,,alpine,5,35.0,0
2023,6,,mclaren,6,17.0,0
2023,6,,haas,7,8.0,0
2023,6,,alfa,8,6.0,0
2023,6,,alphatauri,9,2.0,0
2023,6,,williams,10,1.0,0
2023,7,,red_bull,1,287.0,7
2023,7,,mercedes,2,152.0,0
2023,7,,aston_martin,3,134.0,0
2023,7,,ferrari,4,100.0,0
2023,7,,alpine,5,40.0,0
2023,7,,mclaren,6,17.0,0
2023,7,,haas,7,8.0,0
2023,7,,alfa,8,8.0,0
2023,7,,alphatauri,9,2.0,0
2023,7,,williams,10,1.0,0
2023,8,,red_bull,1,321.0,8
2023,8,,mercedes,2,167.0,0
2023,8,,aston_martin,3,154.0,0
2023,8,,ferrari,4,122.0,0
2023,8,,alpine,5,44.0,0
2023,8,,mclaren,6,17.0,0
2023,8,,alfa,7,9.0,0
2023,8,,haas,8,8.0,0
2023,8,,williams,9,7.0,0
2023,8,,alphatauri,10,2.0,0
2023,9,,red_bull,1,377.0,9
2023,9,,mercedes,2,178.0,0
2023,9,,aston_martin,3,175.0,0
2023,9,,ferrari,4,154.0,0
