year,round,date,driver_id,position,points,wins
2021,2,2021-04-18,bottas,5,16.0,0
2021,2,2021-04-18,sainz,6,14.0,0
2021,2,2021-04-18,ricciardo,7,14.0,0
2021,2,2021-04-18,perez,8,10.0,0
2021,2,2021-04-18,gasly,9,6.0,0
2021,2,2021-04-18,stroll,10,5.0,0
2021,2,2021-04-18,tsunoda,11,2.0,0
2021,2,2021-04-18,ocon,12,2.0,0
2021,2,2021-04-18,alonso,13,1.0,0
2021,2,2021-04-18,raikkonen,14,0.0,0
2021,2,2021-04-18,giovinazzi,15,0.0,0
2021,2,2021-04-18,russell,16,0.0,0
2021,2,2021-04-18,vettel,17,0.0,0
2021,2,2021-04-18,mick_schumacher,18,0.0,0
2021,2,2021-04-18,mazepin,19,0.0,0
2021,2,2021-04-18,latifi,20,0.0,0
2021,3,2021-05-02,hamilton,1,69.0,2
2021,3,2021-05-02,max_verstappen,2,61.0,1
2021,3,2021-05-02,norris,3,37.0,0
2021,3,2021-05-02,bottas,4,32.0,0
2021,3,2021-05-02,leclerc,5,28.0,0
2021,3,2021-05-02,perez,6,22.0,0
2021,3,2021-05-02,ricciardo,7,16.0,0
2021,3,2021-05-02,sainz,8,14.0,0
2021,3,2021-05-02,ocon,9,8.0,0
2021,3,2021-05-02,gasly,10,7.0,0
2021,3,2021-05-02,stroll,11,5.0,0
2021,3,2021-05-02,alonso,12,5.0,0
2021,3,2021-05-02,tsunoda,13,2.0,0
2021,3,2021-05-02,raikkonen,14,0.0,0
2021,3,2021-05-02,giovinazzi,15,0.0,0
2021,3,2021-05-02,vettel,16,0.0,0
2021,3,2021-05-02,russell,17,0.0,0
2021,3,2021-05-02,mick_schumacher,18,0.0,0
2021,3,2021-05-02,mazepin,19,0.0,0
2021,3,2021-05-02,latifi,20,0.0,0
2021,4,2021-05-09,hamilton,1,94.0,3
2021,4,2021-05-09,max_verstappen,2,80.0,1
2021,4,2021-05-09,bottas,3,47.0,0
2021,4,2021-05-09,norris,4,41.0,0
2021,4,2021-05-09,leclerc,5,40.0,0
2021,4,2021-05-09,perez,6,32.0,0
2021,4,2021-05-09,ricciardo,7,24.0,0
2021,4,2021-05-09,sainz,8,20.0,0
2021,4,2021-05-09,ocon,9,10.0,0
2021,4,2021-05-09,gasly,10,8.0,0
2021,4,2021-05-09,stroll,11,5.0,0
2021,4,2021-05-09,alonso,12,5.0,0
2021,4,2021-05-09,tsunoda,13,2.0,0
2021,4,2021-05-09,raikkonen,14,0.0,0
2021,4,2021-05-09,giovinazzi,15,0.0,0
2021,4,2021-05-09,vettel,16,0.0,0
2021,4,2021-05-09,russell,17,0.0,0
2021,4,2021-05-09,mick_schumacher,18,0.0,0
2021,4,2021-05-09,latifi,19,0.0,0
2021,4,2021-05-09,mazepin,20,0.0,0
2021,5,2021-05-23,max_verstappen,1,105.0,2
2021,5,2021-05-23,hamilton,2,101.0,3
2021,5,2021-05-23,norris,3,56.0,0
2021,5,2021-05-23,bottas,4,47.0,0
2021,5,2021-05-23,perez,5,44.0,0
2021,5,2021-05-23,leclerc,6,40.0,0
2021,5,2021-05-23,sainz,7,38.0,0
2021,5,2021-05-23,ricciardo,8,24.0,0
2021,5,2021-05-23,gasly,9,16.0,0
2021,5,2021-05-23,ocon,10,12.0,0
2021,5,2021-05-23,vettel,11,10.0,0
2021,5,2021-05-23,stroll,12,9.0,0
2021,5,2021-05-23,alonso,13,5.0,0
2021,5,2021-05-23,tsunoda,14,2.0,0
2021,5,2021-05-23,giovinazzi,15,1.0,0
2021,5,2021-05-23,raikkonen,16,0.0,0
2021,5,2021-05-23,russell,17,0.0,0
2021,5,2021-05-23,latifi,18,0.0,0
2021,5,2021-05-23,mick_schumacher,19,0.0,0
2021,5,2021-05-23,mazepin,20,0.0,0
2021,6,2021-06-06,max_verstappen,1,105.0,2
2021,6,2021-06-06,hamilton,2,101.0,3
2021,6,2021-06-06,perez,3,69.0,1
2021,6,2021-06-06,norris,4,66.0,0
2021,6,2021-06-06,leclerc,5,52.0,0
2021,6,2021-06-06,bottas,6,47.0,0
2021,6,2021-06-06,sainz,7,42.0,0
2021,6,2021-06-06,gasly,8,31.0,0
2021,6,2021-06-06,vettel,9,28.0,0
2021,6,2021-06-06,ricciardo,10,26.0,0
2021,6,2021-06-06,alonso,11,13.0,0
2021,6,2021-06-06,ocon,12,12.0,0
2021,6,2021-06-06,stroll,13,9.0,0
2021,6,2021-06-06,tsunoda,14,8.0,0
2021,6,2021-06-06,raikkonen,15,1.0,0
2021,6,2021-06-06,giovinazzi,16,1.0,0
2021,6,2021-06-06,mick_schumacher,17,0.0,0
2021,6,2021-06-06,russell,18,0.0,0
2021,6,2021-06-06,mazepin,19,0.0,0
2021,6,2021-06-06,latifi,20,0.0,0
2021,7,2021-06-20,max_verstappen,1,131.0,3
2021,7,2021-06-20,hamilton,2,119.0,3
2021,7,2021-06-20,perez,3,84.0,1
2021,7,2021-06-20,norris,4,76.0,0
2021,7,2021-06-20,bottas,5,59.0,0
2021,7,2021-06-20,leclerc,6,52.0,0
2021,7,2021-06-20,sainz,7,42.0,0
2021,7,2021-06-20,gasly,8,37.0,0
2021,7,2021-06-20,ricciardo,9,34.0,0
2021,7,2021-06-20,vettel,10,30.0,0
2021,7,2021-06-20,alonso,11,17.0,0
2021,7,2021-06-20,ocon,12,12.0,0
2021,7,2021-06-20,stroll,13,10.0,0
2021,7,2021-06-20,tsunoda,14,8.0,0
2021,7,2021-06-20,raikkonen,15,1.0,0
2021,7,2021-06-20,giovinazzi,16,1.0,0
2021,7,2021-06-20,russell,17,0.0,0
2021,7,2021-06-20,mick_schumacher,18,0.0,0
2021,7,2021-06-20,mazepin,19,0.0,0
2021,7,2021-06-20,latifi,20,0.0,0
2021,8,2021-06-27,max_verstappen,1,156.0,4
2021,8,2021-06-27,hamilton,2,138.0,3
2021,8,2021-06-27,perez,3,96.0,1
2021,8,2021-06-27,norris,4,86.0,0
2021,8,2021-06-27,bottas,5,74.0,0
2021,8,2021-06-27,leclerc,6,58.0,0
2021,8,2021-06-27,sainz,7,50.0,0
2021,8,2021-06-27,gasly,8,37.0,0
2021,8,2021-06-27,ricciardo,9,34.0,0
2021,8,2021-06-27,vettel,10,30.0,0
2021,8,2021-06-27,alonso,11,19.0,0
2021,8,2021-06-27,stroll,12,14.0,0
2021,8,2021-06-27,ocon,13,12.0,0
2021,8,2021-06-27,tsunoda,14,9.0,0
2021,8,2021-06-27,raikkonen,15,1.0,0
2021,8,2021-06-27,giovinazzi,16,1.0,0
2021,8,2021-06-27,russell,17,0.0,0
2021,8,2021-06-27,mick_schumacher,18,0.0,0
2021,8,2021-06-27,mazepin,19,0.0,0
2021,8,2021-06-27,latifi,20,0.0,0
2021,9,2021-07-04,max_verstappen,1,182.0,5
2021,9,2021-07-04,hamilton,2,150.0,3
2021,9,2021-07-04,perez,3,104.0,1
2021,9,2021-07-04,norris,4,101.0,0
2021,9,2021-07-04,bottas,5,92.0,0
2021,9,2021-07-04,leclerc,6,62.0,0
2021,9,2021-07-04,sainz,7,60.0,0
2021,9,2021-07-04,ricciardo,8,40.0,0
2021,9,2021-07-04,gasly,9,39.0,0
2021,9,2021-07-04,vettel,10,30.0,0
2021,9,2021-07-04,alonso,11,20.0,0
2021,9,2021-07-04,stroll,12,14.0,0
2021,9,2021-07-04,ocon,13,12.0,0
2021,9,2021-07-04,tsunoda,14,9.0,0
2021,9,2021-07-04,raikkonen,15,1.0,0
2021,9,2021-07-04,giovinazzi,16,1.0,0
2021,9,2021-07-04,russell,17,0.0,0
2021,9,2021-07-04,mick_schumacher,18,0.0,0
2021,9,2021-07-04,mazepin,19,0.0,0
2021,9,2021-07-04,latifi,20,0.0,0
2021,10,2021-07-18,max_verstappen,1,185.0,5
2021,10,2021-07-18,hamilton,2,177.0,4
2021,10,2021-07-18,norris,3,113.0,0
2021,10,2021-07-18,bottas,4,108.0,0
2021,10,2021-07-18,perez,5,104.0,1
2021,10,2021-07-18,leclerc,6,80.0,0
2021,10,2021-07-18,sainz,7,68.0,0
2021,10,2021-07-18,ricciardo,8,50.0,0
2021,10,2021-07-18,gasly,9,39.0,0
2021,10,2021-07-18,vettel,10,30.0,0
2021,10,2021-07-18,alonso,11,26.0,0
2021,10,2021-07-18,stroll,12,18.0,0
2021,10,2021-07-18,ocon,13,14.0,0
2021,10,2021-07-18,tsunoda,14,10.0,0
2021,10,2021-07-18,raikkonen,15,1.0,0
2021,10,2021-07-18,giovinazzi,16,1.0,0
2021,10,2021-07-18,russell,17,0.0,0
2021,10,2021-07-18,mick_schumacher,18,0.0,0
2021,10,2021-07-18,latifi,19,0.0,0
2021,10,2021-07-18,mazepin,20,0.0,0
2021,11,2021-08-01,hamilton,1,195.0,4
2021,11,2021-08-01,max_verstappen,2,187.0,5
2021,11,2021-08-01,norris,3,113.0,0
2021,11,2021-08-01,bottas,4,108.0,0
2021,11,2021-08-01,perez,5,104.0,1
2021,11,2021-08-01,sainz,6,83.0,0
2021,11,2021-08-01,leclerc,7,80.0,0
2021,11,2021-08-01,gasly,8,50.0,0
2021,11,2021-08-01,ricciardo,9,50.0,0
2021,11,2021-08-01,ocon,10,39.0,1
2021,11,2021-08-01,alonso,11,38.0,0
2021,11,2021-08-01,vettel,12,30.0,0
2021,11,2021-08-01,tsunoda,13,18.0,0
2021,11,2021-08-01,stroll,14,18.0,0
2021,11,2021-08-01,latifi,15,6.0,0
2021,11,2021-08-01,russell,16,4.0,0
2021,11,2021-08-01,raikkonen,17,2.0,0
2021,11,2021-08-01,giovinazzi,18,1.0,0
2021,11,2021-08-01,mick_schumacher,19,0.0,0
2021,11,2021-08-01,mazepin,20,0.0,0
2021,12,2021-08-29,hamilton,1,202.5,4
2021,12,2021-08-29,max_verstappen,2,199.5,6
2021,12,2021-08-29,norris,3,113.0,0
2021,12,2021-08-29,bottas,4,108.0,0
2021,12,2021-08-29,perez,5,104.0,1
2021,12,2021-08-29,sainz,6,83.5,0
2021,12,2021-08-29,leclerc,7,82.0,0
2021,12,2021-08-29,ricciardo,8,56.0,0
2021,12,2021-08-29,gasly,9,54.0,0
2021,12,2021-08-29,ocon,10,42.0,1
2021,12,2021-08-29,alonso,11,38.0,0
2021,12,2021-08-29,vettel,12,35.0,0
2021,12,2021-08-29,tsunoda,13,18.0,0
2021,12,2021-08-29,stroll,14,18.0,0
2021,12,2021-08-29,russell,15,13.0,0
2021,12,2021-08-29,latifi,16,7.0,0
2021,12,2021-08-29,raikkonen,17,2.0,0
2021,12,2021-08-29,giovinazzi,18,1.0,0
2021,12,2021-08-29,mick_schumacher,19,0.0,0
2021,12,2021-08-29,mazepin,20,0.0,0
2021,13,2021-09-05,max_verstappen,1,224.5,7
2021,13,2021-09-05,hamilton,2,221.5,4
2021,13,2021-09-05,bottas,3,123.0,0
2021,13,2021-09-05,norris,4,114.0,0
2021,13,2021-09-05,perez,5,108.0,1
2021,13,2021-09-05,leclerc,6,92.0,0
2021,13,2021-09-05,sainz,7,89.5,0
2021,13,2021-09-05,gasly,8,66.0,0
2021,13,2021-09-05,ricciardo,9,56.0,0
2021,13,2021-09-05,alonso,10,46.0,0
2021,13,2021-09-05,ocon,11,44.0,1
2021,13,2021-09-05,vettel,12,35.0,0
2021,13,2021-09-05,tsunoda,13,18.0,0
2021,13,2021-09-05,stroll,14,18.0,0
2021,13,2021-09-05,russell,15,13.0,0
2021,13,2021-09-05,latifi,16,7.0,0
2021,13,2021-09-05,raikkonen,17,2.0,0
2021,13,2021-09-05,giovinazzi,18,1.0,0
2021,13,2021-09-05,mick_schumacher,19,0.0,0
2021,13,2021-09-05,mazepin,20,0.0,0
2021,13,2021-09-05,kubica,21,0.0,0
2021,14,2021-09-12,max_verstappen,1,226.5,7
2021,14,2021-09-12,hamilton,2,221.5,4
2021,14,2021-09-12,bottas,3,141.0,0
2021,14,2021-09-12,norris,4,132.0,0
2021,14,2021-09-12,perez,5,118.0,1
2021,14,2021-09-12,leclerc,6,104.0,0
2021,14,2021-09-12,sainz,7,97.5,0
2021,14,2021-09-12,ricciardo,8,83.0,1
2021,14,2021-09-12,gasly,9,66.0,0
2021,14,2021-09-12,alonso,10,50.0,0
2021,14,2021-09-12,ocon,11,45.0,1
2021,14,2021-09-12,vettel,12,35.0,0
2021,14,2021-09-12,stroll,13,24.0,0
2021,14,2021-09-12,tsunoda,14,18.0,0
2021,14,2021-09-12,russell,15,15.0,0
2021,14,2021-09-12,latifi,16,7.0,0
2021,14,2021-09-12,raikkonen,17,2.0,0
2021,14,2021-09-12,giovinazzi,18,1.0,0
2021,14,2021-09-12,mick_schumacher,19,0.0,0
2021,14,2021-09-12,kubica,20,0.0,0
2021,14,2021-09-12,mazepin,21,0.0,0
2021,15,2021-09-26,hamilton,1,246.5,5
2021,15,2021-09-26,max_verstappen,2,244.5,7
2021,15,2021-09-26,bottas,3,151.0,0
2021,15,2021-09-26,norris,4,139.0,0
2021,15,2021-09-26,perez,5,120.0,1
2021,15,2021-09-26,sainz,6,112.5,0
2021,15,2021-09-26,leclerc,7,104.0,0
2021,15,2021-09-26,ricciardo,8,95.0,1
2021,15,2021-09-26,gasly,9,66.0,0
2021,15,2021-09-26,alonso,10,58.0,0
2021,15,2021-09-26,ocon,11,45.0,1
2021,15,2021-09-26,vettel,12,35.0,0
2021,15,2021-09-26,stroll,13,24.0,0
2021,15,2021-09-26,tsunoda,14,18.0,0
2021,15,2021-09-26,russell,15,16.0,0
2021,15,2021-09-26,latifi,16,7.0,0
2021,15,2021-09-26,raikkonen,17,6.0,0
2021,15,2021-09-26,giovinazzi,18,1.0,0
2021,15,2021-09-26,mick_schumacher,19,0.0,0
2021,15,2021-09-26,kubica,20,0.0,0
2021,15,2021-09-26,mazepin,21,0.0,0
2021,16,2021-10-10,max_verstappen,1,262.5,7
2021,16,2021-10-10,hamilton,2,256.5,5
2021,16,2021-10-10,bottas,3,177.0,1
2021,16,2021-10-10,norris,4,145.0,0
2021,16,2021-10-10,perez,5,135.0,1
2021,16,2021-10-10,sainz,6,116.5,0
2021,16,2021-10-10,leclerc,7,116.0,0
2021,16,2021-10-10,ricciardo,8,95.0,1
2021,16,2021-10-10,gasly,9,74.0,0
2021,16,2021-10-10,alonso,10,58.0,0
2021,16,2021-10-10,ocon,11,46.0,1
2021,16,2021-10-10,vettel,12,35.0,0
2021,16,2021-10-10,stroll,13,26.0,0
2021,16,2021-10-10,tsunoda,14,18.0,0
2021,16,2021-10-10,russell,15,16.0,0
2021,16,2021-10-10,latifi,16,7.0,0
2021,16,2021-10-10,raikkonen,17,6.0,0
2021,16,2021-10-10,giovinazzi,18,1.0,0
2021,16,2021-10-10,mick_schumacher,19,0.0,0
2021,16,2021-10-10,kubica,20,0.0,0
2021,16,2021-10-10,mazepin,21,0.0,0
2021,17,2021-10-24,max_verstappen,1,287.5,8
2021,17,2021-10-24,hamilton,2,275.5,5
2021,17,2021-10-24,bottas,3,185.0,1
2021,17,2021-10-24,perez,4,150.0,1
2021,17,2021-10-24,norris,5,149.0,0
2021,17,2021-10-24,leclerc,6,128.0,0
2021,17,2021-10-24,sainz,7,122.5,0
2021,17,2021-10-24,ricciardo,8,105.0,1
2021,17,2021-10-24,gasly,9,74.0,0
2021,17,2021-10-24,alonso,10,58.0,0
2021,17,2021-10-24,ocon,11,46.0,1
2021,17,2021-10-24,vettel,12,36.0,0
2021,17,2021-10-24,stroll,13,26.0,0
2021,17,2021-10-24,tsunoda,14,20.0,0
2021,17,2021-10-24,russell,15,16.0,0
2021,17,2021-10-24,latifi,16,7.0,0
2021,17,2021-10-24,raikkonen,17,6.0,0
2021,17,2021-10-24,giovinazzi,18,1.0,0
2021,17,2021-10-24,mick_schumacher,19,0.0,0
2021,17,2021-10-24,kubica,20,0.0,0
2021,17,2021-10-24,mazepin,21,0.0,0
2021,18,2021-11-07,max_verstappen,1,312.5,9
2021,18,2021-11-07,hamilton,2,293.5,5
2021,18,2021-11-07,bottas,3,185.0,1
2021,18,2021-11-07,perez,4,165.0,1
2021,18,2021-11-07,norris,5,150.0,0
2021,18,2021-11-07,leclerc,6,138.0,0
2021,18,2021-11-07,sainz,7,130.5,0
2021,18,2021-11-07,ricciardo,8,105.0,1
2021,18,2021-11-07,gasly,9,86.0,0
2021,18,2021-11-07,alonso,10,60.0,0
2021,18,2021-11-07,ocon,11,46.0,1
2021,18,2021-11-07,vettel,12,42.0,0
2021,18,2021-11-07,stroll,13,26.0,0
2021,18,2021-11-07,tsunoda,14,20.0,0
2021,18,2021-11-07,russell,15,16.0,0
2021,18,2021-11-07,raikkonen,16,10.0,0
2021,18,2021-11-07,latifi,17,7.0,0
2021,18,2021-11-07,giovinazzi,18,1.0,0
2021,18,2021-11-07,mick_schumacher,19,0.0,0
2021,18,2021-11-07,kubica,20,0.0,0
2021,18,2021-11-07,mazepin,21,0.0,0
2021,19,2021-11-14,max_verstappen,1,332.5,9
2021,19,2021-11-14,hamilton,2,318.5,6
2021,19,2021-11-14,bottas,3,203.0,1
2021,19,2021-11-14,perez,4,178.0,1
2021,19,2021-11-14,norris,5,151.0,0
2021,19,2021-11-14,leclerc,6,148.0,0
2021,19,2021-11-14,sainz,7,139.5,0
2021,19,2021-11-14,ricciardo,8,105.0,1
2021,19,2021-11-14,gasly,9,92.0,0
2021,19,2021-11-14,alonso,10,62.0,0
2021,19,2021-11-14,ocon,11,50.0,1
2021,19,2021-11-14,vettel,12,42.0,0
2021,19,2021-11-14,stroll,13,26.0,0
2021,19,2021-11-14,tsunoda,14,20.0,0
2021,19,2021-11-14,russell,15,16.0,0
2021,19,2021-11-14,raikkonen,16,10.0,0
2021,19,2021-11-14,latifi,17,7.0,0
2021,19,2021-11-14,giovinazzi,18,1.0,0
2021,19,2021-11-14,mick_schumacher,19,0.0,0
2021,19,2021-11-14,kubica,20,0.0,0
2021,19,2021-11-14,mazepin,21,0.0,0
2021,20,2021-11-21,max_verstappen,1,351.5,9
2021,20,2021-11-21,hamilton,2,343.5,7
2021,20,2021-11-21,bottas,3,203.0,1
2021,20,2021-11-21,perez,4,190.0,1
2021,20,2021-11-21,norris,5,153.0,0
2021,20,2021-11-21,leclerc,6,152.0,0
2021,20,2021-11-21,sainz,7,145.5,0
2021,20,2021-11-21,ricciardo,8,105.0,1
2021,20,2021-11-21,gasly,9,92.0,0
2021,20,2021-11-21,alonso,10,77.0,0
2021,20,2021-11-21,ocon,11,60.0,1
2021,20,2021-11-21,vettel,12,43.0,0
2021,20,2021-11-21,stroll,13,34.0,0
2021,20,2021-11-21,tsunoda,14,20.0,0
2021,20,2021-11-21,russell,15,16.0,0
2021,20,2021-11-21,raikkonen,16,10.0,0
2021,20,2021-11-21,latifi,17,7.0,0
2021,20,2021-11-21,giovinazzi,18,1.0,0
2021,20,2021-11-21,mick_schumacher,19,0.0,0
2021,20,2021-11-21,kubica,20,0.0,0
2021,20,2021-11-21,mazepin,21,0.0,0
2021,21,2021-12-05,max_verstappen,1,369.5,9
2021,21,2021-12-05,hamilton,2,369.5,8
2021,21,2021-12-05,bottas,3,218.0,1
2021,21,2021-12-05,perez,4,190.0,1
2021,21,2021-12-05,leclerc,5,158.0,0
2021,21,2021-12-05,norris,6,154.0,0
2021,21,2021-12-05,sainz,7,149.5,0
2021,21,2021-12-05,ricciardo,8,115.0,1
2021,21,2021-12-05,gasly,9,100.0,0
2021,21,2021-12-05,alonso,10,77.0,0
2021,21,2021-12-05,ocon,11,72.0,1
2021,21,2021-12-05,vettel,12,43.0,0
2021,21,2021-12-05,stroll,13,34.0,0
2021,21,2021-12-05,tsunoda,14,20.0,0
2021,21,2021-12-05,russell,15,16.0,0
2021,21,2021-12-05,raikkonen,16,10.0,0
2021,21,2021-12-05,latifi,17,7.0,0
2021,21,2021-12-05,giovinazzi,18,3.0,0
2021,21,2021-12-05,mick_schumacher,19,0.0,0
2021,21,2021-12-05,kubica,20,0.0,0
2021,21,2021-12-05,mazepin,21,0.0,0
2021,22,2021-12-12,max_verstappen,1,395.5,10
2021,22,2021-12-12,hamilton,2,387.5,8
2021,22,2021-12-12,bottas,3,226.0,1
2021,22,2021-12-12,perez,4,190.0,1
2021,22,2021-12-12,sainz,5,164.5,0
2021,22,2021-12-12,norris,6,160.0,0
2021,22,2021-12-12,leclerc,7,159.0,0
2021,22,2021-12-12,ricciardo,8,115.0,1
2021,22,2021-12-12,gasly,9,110.0,0
2021,22,2021-12-12,alonso,10,81.0,0
2021,22,2021-12-12,ocon,11,74.0,1
2021,22,2021-12-12,vettel,12,43.0,0
2021,22,2021-12-12,stroll,13,34.0,0
2021,22,2021-12-12,tsunoda,14,32.0,0
2021,22,2021-12-12,russell,15,16.0,0
2021,22,2021-12-12,raikkonen,16,10.0,0
2021,22,2021-12-12,latifi,17,7.0,0
2021,22,2021-12-12,giovinazzi,18,3.0,0
2021,22,2021-12-12,mick_schumacher,19,0.0,0
2021,22,2021-12-12,kubica,20,0.0,0
2021,22,2021-12-12,mazepin,21,0.0,0
2022,1,2022-03-20,leclerc,1,26.0,1
2022,1,2022-03-20,sainz,2,18.0,0
2022,1,2022-03-20,hamilton,3,15.0,0
2022,1,2022-03-20,russell,4,12.0,0
2022,1,2022-03-20,kevin_magnussen,5,10.0,0
2022,1,2022-03-20,bottas,6,8.0,0
2022,1,2022-03-20,ocon,7,6.0,0
2022,1,2022-03-20,tsunoda,8,4.0,0
2022,1,2022-03-20,alonso,9,2.0,0
2022,1,2022-03-20,zhou,10,1.0,0
2022,1,2022-03-20,mick_schumacher,11,0.0,0
2022,1,2022-03-20,stroll,12,0.0,0
2022,1,2022-03-20,albon,13,0.0,0
2022,1,2022-03-20,ricciardo,14,0.0,0
2022,1,2022-03-20,norris,15,0.0,0
2022,1,2022-03-20,latifi,16,0.0,0
2022,1,2022-03-20,hulkenberg,17,0.0,0
2022,1,2022-03-20,perez,18,0.0,0
2022,1,2022-03-20,max_verstappen,19,0.0,0
2022,1,2022-03-20,gasly,-,0.0,0
2022,2,2022-03-27,leclerc,1,45.0,1
2022,2,2022-03-27,sainz,2,33.0,0
2022,2,2022-03-27,max_verstappen,3,25.0,1
2022,2,2022-03-27,russell,4,22.0,0
2022,2,2022-03-27,hamilton,5,16.0,0
2022,2,2022-03-27,ocon,6,14.0,0
2022,2,2022-03-27,perez,7,12.0,0
2022,2,2022-03-27,kevin_magnussen,8,12.0,0
2022,2,2022-03-27,bottas,9,8.0,0
2022,2,2022-03-27,norris,10,6.0,0
2022,2,2022-03-27,tsunoda,11,4.0,0
2022,2,2022-03-27,gasly,12,4.0,0
2022,2,2022-03-27,alonso,13,2.0,0
2022,2,2022-03-27,zhou,14,1.0,0
2022,2,2022-03-27,mick_schumacher,15,0.0,0
2022,2,2022-03-27,stroll,16,0.0,0
2022,2,2022-03-27,hulkenberg,17,0.0,0
2022,2,2022-03-27,albon,18,0.0,0
2022,2,2022-03-27,ricciardo,19,0.0,0
2022,2,2022-03-27,latifi,20,0.0,0
2022,3,2022-04-10,leclerc,1,71.0,2
2022,3,2022-04-10,russell,2,37.0,0
2022,3,2022-04-10,sainz,3,33.0,0
2022,3,2022-04-10,perez,4,30.0,0
2022,3,2022-04-10,hamilton,5,28.0,0
2022,3,2022-04-10,max_verstappen,6,25.0,1
2022,3,2022-04-10,ocon,7,20.0,0
2022,3,2022-04-10,norris,8,16.0,0
2022,3,2022-04-10,kevin_magnussen,9,12.0,0
2022,3,2022-04-10,bottas,10,12.0,0
2022,3,2022-04-10,ricciardo,11,8.0,0
2022,3,2022-04-10,gasly,12,6.0,0
2022,3,2022-04-10,tsunoda,13,4.0,0
2022,3,2022-04-10,alonso,14,2.0,0
2022,3,2022-04-10,zhou,15,1.0,0
2022,3,2022-04-10,albon,16,1.0,0
2022,3,2022-04-10,mick_schumacher,17,0.0,0
2022,3,2022-04-10,stroll,18,0.0,0
2022,3,2022-04-10,hulkenberg,19,0.0,0
2022,3,2022-04-10,latifi,20,0.0,0
2022,3,2022-04-10,vettel,-,0.0,0
2022,4,2022-04-24,leclerc,1,86.0,2
2022,4,2022-04-24,max_verstappen,2,59.0,2
2022,4,2022-04-24,perez,3,54.0,0
2022,4,2022-04-24,russell,4,49.0,0
2022,4,2022-04-24,sainz,5,38.0,0
2022,4,2022-04-24,norris,6,35.0,0
2022,4,2022-04-24,hamilton,7,28.0,0
2022,4,2022-04-24,bottas,8,24.0,0
2022,4,2022-04-24,ocon,9,20.0,0
2022,4,2022-04-24,kevin_magnussen,10,15.0,0
2022,4,2022-04-24,ricciardo,11,11.0,0
2022,4,2022-04-24,tsunoda,12,10.0,0
2022,4,2022-04-24,gasly,13,6.0,0
2022,4,2022-04-24,vettel,14,4.0,0
2022,4,2022-04-24,alonso,15,2.0,0
2022,4,2022-04-24,zhou,16,1.0,0
2022,4,2022-04-24,albon,17,1.0,0
2022,4,2022-04-24,stroll,18,1.0,0
2022,4,2022-04-24,mick_schumacher,19,0.0,0
2022,4,2022-04-24,hulkenberg,20,0.0,0
2022,4,2022-04-24,latifi,21,0.0,0
2022,5,2022-05-08,leclerc,1,104.0,2
2022,5,2022-05-08,max_verstappen,2,85.0,3
2022,5,2022-05-08,perez,3,66.0,0
2022,5,2022-05-08,russell,4,59.0,0
2022,5,2022-05-08,sainz,5,53.0,0
2022,5,2022-05-08,hamilton,6,36.0,0
2022,5,2022-05-08,norris,7,35.0,0
2022,5,2022-05-08,bottas,8,30.0,0
2022,5,2022-05-08,ocon,9,24.0,0
2022,5,2022-05-08,kevin_magnussen,10,15.0,0
2022,5,2022-05-08,ricciardo,11,11.0,0
2022,5,2022-05-08,tsunoda,12,10.0,0
2022,5,2022-05-08,gasly,13,6.0,0
2022,5,2022-05-08,vettel,14,4.0,0
2022,5,2022-05-08,albon,15,3.0,0
2022,5,2022-05-08,alonso,16,2.0,0
2022,5,2022-05-08,stroll,17,2.0,0
2022,5,2022-05-08,zhou,18,1.0,0
2022,5,2022-05-08,mick_schumacher,19,0.0,0
2022,5,2022-05-08,hulkenberg,20,0.0,0
2022,5,2022-05-08,latifi,21,0.0,0
2022,6,2022-05-22,max_verstappen,1,110.0,4
2022,6,2022-05-22,leclerc,2,104.0,2
2022,6,2022-05-22,perez,3,85.0,0
2022,6,2022-05-22,russell,4,74.0,0
2022,6,2022-05-22,sainz,5,65.0,0
2022,6,2022-05-22,hamilton,6,46.0,0
2022,6,2022-05-22,norris,7,39.0,0
2022,6,2022-05-22,bottas,8,38.0,0
2022,6,2022-05-22,ocon,9,30.0,0
2022,6,2022-05-22,kevin_magnussen,10,15.0,0
2022,6,2022-05-22,ricciardo,11,11.0,0
2022,6,2022-05-22,tsunoda,12,11.0,0
2022,6,2022-05-22,gasly,13,6.0,0
2022,6,2022-05-22,vettel,14,4.0,0
2022,6,2022-05-22,alonso,15,4.0,0
2022,6,2022-05-22,albon,16,3.0,0
2022,6,2022-05-22,stroll,17,2.0,0
2022,6,2022-05-22,zhou,18,1.0,0
2022,6,2022-05-22,mick_schumacher,19,0.0,0
2022,6,2022-05-22,hulkenberg,20,0.0,0
2022,6,2022-05-22,latifi,21,0.0,0
2022,7,2022-05-29,max_verstappen,1,125.0,4
2022,7,2022-05-29,leclerc,2,116.0,2
2022,7,2022-05-29,perez,3,110.0,1
2022,7,2022-05-29,russell,4,84.0,0
2022,7,2022-05-29,sainz,5,83.0,0
2022,7,2022-05-29,hamilton,6,50.0,0
2022,7,2022-05-29,norris,7,48.0,0
2022,7,2022-05-29,bottas,8,40.0,0
2022,7,2022-05-29,ocon,9,30.0,0
2022,7,2022-05-29,kevin_magnussen,10,15.0,0
2022,7,2022-05-29,ricciardo,11,11.0,0
2022,7,2022-05-29,tsunoda,12,11.0,0
2022,7,2022-05-29,alonso,13,10.0,0
2022,7,2022-05-29,gasly,14,6.0,0
